=================================================================
init_timer_operation, 1493649692.607050719, 1493649692.607439802, 1493649692.607573969, 0.000523250, 1.000000000
control_enable_sub_operation, 1493650078.506085140, 1493650078.506741806, 1493650078.507184890, 0.001099750, 0.000000000
control_enable_sub_operation, 1493650080.906932640, 1493650080.907535265, 1493650080.907938432, 0.001005792, 0.000000000
control_enable_sub_operation, 1493650081.005623307, 1493650081.006265057, 1493650081.006632807, 0.001009500, 0.000000000
control_enable_sub_operation, 1493650081.106942182, 1493650081.107403223, 1493650081.107802140, 0.000859958, 0.000000000
control_enable_sub_operation, 1493650081.205622265, 1493650081.206315223, 1493650081.206660182, 0.001037917, 0.000000000
control_enable_sub_operation, 1493650081.306418598, 1493650081.306795973, 1493650081.307139223, 0.000720625, 0.000000000
control_enable_sub_operation, 1493650081.406350015, 1493650081.406913015, 1493650081.407261682, 0.000911667, 0.000000000
control_enable_sub_operation, 1493650081.505879557, 1493650081.506494307, 1493650081.506898640, 0.001019083, 0.000000000
control_enable_sub_operation, 1493650081.606899515, 1493650081.607363974, 1493650081.607699057, 0.000799542, 0.000000000
control_enable_sub_operation, 1493650081.706555015, 1493650081.707098640, 1493650081.707443015, 0.000888000, 0.000000000
control_enable_sub_operation, 1493650081.806593307, 1493650081.807147182, 1493650081.807486682, 0.000893375, 0.000000000
control_enable_sub_operation, 1493650081.906520599, 1493650081.907075057, 1493650081.907424515, 0.000903916, 0.000000000
control_enable_sub_operation, 1493650082.006182140, 1493650082.006686099, 1493650082.007089599, 0.000907459, 0.000000000
control_enable_sub_operation, 1493650082.106689099, 1493650082.107192599, 1493650082.107539765, 0.000850666, 0.000000000
control_enable_sub_operation, 1493650082.206288640, 1493650082.206784390, 1493650082.207184432, 0.000895792, 0.000000000
control_enable_sub_operation, 1493650082.306779765, 1493650082.307310682, 1493650082.307657849, 0.000878084, 0.000000000
control_enable_sub_operation, 1493650082.406806515, 1493650082.407345932, 1493650082.407686807, 0.000880292, 0.000000000
control_enable_sub_operation, 1493650082.506460224, 1493650082.506946807, 1493650082.507341599, 0.000881375, 0.000000000
control_enable_sub_operation, 1493650082.605980724, 1493650082.606520557, 1493650082.606861640, 0.000880916, 0.000000000
control_enable_sub_operation, 1493650082.706289224, 1493650082.706745474, 1493650082.707142265, 0.000853041, 0.000000000
control_enable_sub_operation, 1493650082.806883640, 1493650082.807386099, 1493650082.807723182, 0.000839542, 0.000000000
control_enable_sub_operation, 1493650082.906218349, 1493650082.906712599, 1493650082.907054140, 0.000835791, 0.000000000
control_enable_sub_operation, 1493650083.006659515, 1493650083.007165557, 1493650083.007501890, 0.000842375, 0.000000000
control_enable_sub_operation, 1493650083.106264265, 1493650083.106811265, 1493650083.107221765, 0.000957500, 0.000000000
control_enable_sub_operation, 1493650083.206235932, 1493650083.206736765, 1493650083.207079640, 0.000843708, 0.000000000
control_enable_sub_operation, 1493650083.306781515, 1493650083.307300099, 1493650083.307644557, 0.000863042, 0.000000000
control_enable_sub_operation, 1493650083.406443974, 1493650083.406757599, 1493650083.407097974, 0.000654000, 0.000000000
control_enable_sub_operation, 1493650083.506282474, 1493650083.506790224, 1493650083.507138140, 0.000855666, 0.000000000
control_enable_sub_operation, 1493650083.606685890, 1493650083.607237515, 1493650083.607589890, 0.000904000, 0.000000000
control_enable_sub_operation, 1493650083.706333182, 1493650083.706842390, 1493650083.707191849, 0.000858667, 0.000000000
control_enable_sub_operation, 1493650083.805773182, 1493650083.806390390, 1493650083.806748724, 0.000975542, 0.000000000
control_enable_sub_operation, 1493650083.906734682, 1493650083.907211640, 1493650083.907605265, 0.000870583, 0.000000000
control_enable_sub_operation, 1493650084.006251015, 1493650084.006800682, 1493650084.007147890, 0.000896875, 0.000000000
control_enable_sub_operation, 1493650084.105676640, 1493650084.106263349, 1493650084.106720765, 0.001044125, 0.000000000
control_enable_sub_operation, 1493650084.206194390, 1493650084.206736307, 1493650084.207079015, 0.000884625, 0.000000000
control_enable_sub_operation, 1493650084.306868099, 1493650084.307312890, 1493650084.307712640, 0.000844541, 0.000000000
control_enable_sub_operation, 1493650084.406421557, 1493650084.406921266, 1493650084.407262141, 0.000840584, 0.000000000
control_enable_sub_operation, 1493650084.505723057, 1493650084.506251807, 1493650084.506649766, 0.000926709, 0.000000000
control_enable_sub_operation, 1493650084.606382474, 1493650084.607167974, 1493650084.607573641, 0.001191167, 0.000000000
control_enable_sub_operation, 1493650084.706413016, 1493650084.707047766, 1493650084.707391807, 0.000978791, 0.000000000
control_enable_sub_operation, 1493650084.806030849, 1493650084.806634474, 1493650084.806979974, 0.000949125, 0.000000000
control_enable_sub_operation, 1493650084.906857682, 1493650084.907302557, 1493650084.907697682, 0.000840000, 0.000000000
control_enable_sub_operation, 1493650085.006244099, 1493650085.006775557, 1493650085.007123099, 0.000879000, 0.000000000
control_enable_sub_operation, 1493650085.105703516, 1493650085.106276557, 1493650085.106672474, 0.000968958, 0.000000000
control_enable_sub_operation, 1493650085.206662766, 1493650085.207120974, 1493650085.207466599, 0.000803833, 0.000000000
control_enable_sub_operation, 1493650085.306235432, 1493650085.306777849, 1493650085.307123557, 0.000888125, 0.000000000
control_enable_sub_operation, 1493650085.406809766, 1493650085.407263974, 1493650085.407664849, 0.000855083, 0.000000000
control_enable_sub_operation, 1493650085.506008307, 1493650085.506541932, 1493650085.506946057, 0.000937750, 0.000000000
control_enable_sub_operation, 1493650085.606692724, 1493650085.607150474, 1493650085.607492682, 0.000799958, 0.000000000
control_enable_sub_operation, 1493650085.706182349, 1493650085.706736974, 1493650085.707086391, 0.000904042, 0.000000000
control_enable_sub_operation, 1493650085.806619807, 1493650085.807127057, 1493650085.807467724, 0.000847917, 0.000000000
control_enable_sub_operation, 1493650085.906646141, 1493650085.907200516, 1493650085.907541182, 0.000895041, 0.000000000
control_enable_sub_operation, 1493650086.006149474, 1493650086.006646307, 1493650086.007044849, 0.000895375, 0.000000000
control_enable_sub_operation, 1493650086.106597474, 1493650086.107108682, 1493650086.107447016, 0.000849542, 0.000000000
control_enable_sub_operation, 1493650086.206210266, 1493650086.206705641, 1493650086.207097724, 0.000887458, 0.000000000
control_enable_sub_operation, 1493650086.306572266, 1493650086.307118682, 1493650086.307460682, 0.000888416, 0.000000000
control_enable_sub_operation, 1493650086.406102974, 1493650086.406590099, 1493650086.406992932, 0.000889958, 0.000000000
control_enable_sub_operation, 1493650086.506511016, 1493650086.507020224, 1493650086.507365807, 0.000854791, 0.000000000
control_enable_sub_operation, 1493650086.606103057, 1493650086.606596099, 1493650086.606996474, 0.000893417, 0.000000000
control_enable_sub_operation, 1493650086.706535891, 1493650086.707048016, 1493650086.707390974, 0.000855083, 0.000000000
control_enable_sub_operation, 1493650086.806075682, 1493650086.806586307, 1493650086.806982516, 0.000906834, 0.000000000
control_enable_sub_operation, 1493650086.906429182, 1493650086.906887391, 1493650086.907294849, 0.000865667, 0.000000000
control_enable_sub_operation, 1493650087.006029724, 1493650087.006521599, 1493650087.006870057, 0.000840333, 0.000000000
control_enable_sub_operation, 1493650087.106415349, 1493650087.106896474, 1493650087.107298141, 0.000882792, 0.000000000
control_enable_sub_operation, 1493650087.206810224, 1493650087.207322391, 1493650087.207666891, 0.000856667, 0.000000000
