=================================================================
init_timer_operation, 1493649692.515102344, 1493649692.516459177, 1493649692.516925219, 0.001822875, 1.000000000
solenoid_subscriber_operation, 1493650078.508050390, 1493650078.511299598, 1493650078.512188181, 0.004137791, 0.000000000
solenoid_subscriber_operation, 1493650078.508345390, 1493650078.512423265, 1493650078.513007431, 0.004662041, 0.000000000
solenoid_subscriber_operation, 1493650080.908764307, 1493650080.911566515, 1493650080.912286973, 0.003522666, 0.000000000
solenoid_subscriber_operation, 1493650080.908908015, 1493650080.912517015, 1493650080.913144390, 0.004236375, 0.000000000
solenoid_subscriber_operation, 1493650081.007374015, 1493650081.010218473, 1493650081.010991473, 0.003617458, 0.000000000
solenoid_subscriber_operation, 1493650081.007507515, 1493650081.011192098, 1493650081.011815807, 0.004308292, 0.000000000
solenoid_subscriber_operation, 1493650081.108391973, 1493650081.111251932, 1493650081.112028265, 0.003636292, 0.000000000
solenoid_subscriber_operation, 1493650081.108523557, 1493650081.112193432, 1493650081.112797348, 0.004273791, 0.000000000
solenoid_subscriber_operation, 1493650081.207425098, 1493650081.210237307, 1493650081.211019932, 0.003594834, 0.000000000
solenoid_subscriber_operation, 1493650081.207557307, 1493650081.211218307, 1493650081.211841057, 0.004283750, 0.000000000
solenoid_subscriber_operation, 1493650081.307841307, 1493650081.310615265, 1493650081.311403557, 0.003562250, 0.000000000
solenoid_subscriber_operation, 1493650081.307995848, 1493650081.311566598, 1493650081.312196348, 0.004200500, 0.000000000
solenoid_subscriber_operation, 1493650081.408214807, 1493650081.411042182, 1493650081.411712057, 0.003497250, 0.000000000
solenoid_subscriber_operation, 1493650081.408350515, 1493650081.411966890, 1493650081.412542182, 0.004191667, 0.000000000
solenoid_subscriber_operation, 1493650081.507523932, 1493650081.510370890, 1493650081.511175765, 0.003651833, 0.000000000
solenoid_subscriber_operation, 1493650081.507654682, 1493650081.511348307, 1493650081.512016598, 0.004361916, 0.000000000
solenoid_subscriber_operation, 1493650081.608441974, 1493650081.611305557, 1493650081.612100599, 0.003658625, 0.000000000
solenoid_subscriber_operation, 1493650081.608572682, 1493650081.612305474, 1493650081.612920224, 0.004347542, 0.000000000
solenoid_subscriber_operation, 1493650081.708125390, 1493650081.710898640, 1493650081.711573640, 0.003448250, 0.000000000
solenoid_subscriber_operation, 1493650081.708259057, 1493650081.711736307, 1493650081.712405640, 0.004146583, 0.000000000
solenoid_subscriber_operation, 1493650081.808178557, 1493650081.810111849, 1493650081.810785390, 0.002606833, 0.000000000
solenoid_subscriber_operation, 1493650081.808311432, 1493650081.811012182, 1493650081.811567390, 0.003255958, 0.000000000
solenoid_subscriber_operation, 1493650081.908117557, 1493650081.910907057, 1493650081.911597307, 0.003479750, 0.000000000
solenoid_subscriber_operation, 1493650081.908262099, 1493650081.911757474, 1493650081.912425724, 0.004163625, 0.000000000
solenoid_subscriber_operation, 1493650082.007701390, 1493650082.010484682, 1493650082.011249265, 0.003547875, 0.000000000
solenoid_subscriber_operation, 1493650082.007832349, 1493650082.011420307, 1493650082.012086849, 0.004254500, 0.000000000
solenoid_subscriber_operation, 1493650082.108227349, 1493650082.111002932, 1493650082.111741182, 0.003513833, 0.000000000
solenoid_subscriber_operation, 1493650082.108360349, 1493650082.111960724, 1493650082.112520182, 0.004159833, 0.000000000
solenoid_subscriber_operation, 1493650082.207793015, 1493650082.210665765, 1493650082.211414807, 0.003621792, 0.000000000
solenoid_subscriber_operation, 1493650082.208007432, 1493650082.211580682, 1493650082.212249474, 0.004242042, 0.000000000
solenoid_subscriber_operation, 1493650082.308502807, 1493650082.311311474, 1493650082.312090182, 0.003587375, 0.000000000
solenoid_subscriber_operation, 1493650082.308636682, 1493650082.312259265, 1493650082.312816224, 0.004179542, 0.000000000
solenoid_subscriber_operation, 1493650082.408429432, 1493650082.411385807, 1493650082.412120140, 0.003690708, 0.000000000
solenoid_subscriber_operation, 1493650082.408557974, 1493650082.412439474, 1493650082.413110307, 0.004552333, 0.000000000
solenoid_subscriber_operation, 1493650082.507934515, 1493650082.510794890, 1493650082.511540015, 0.003605500, 0.000000000
solenoid_subscriber_operation, 1493650082.508180224, 1493650082.511705015, 1493650082.512372182, 0.004191958, 0.000000000
solenoid_subscriber_operation, 1493650082.607526557, 1493650082.610244515, 1493650082.610944224, 0.003417667, 0.000000000
solenoid_subscriber_operation, 1493650082.607660724, 1493650082.611163140, 1493650082.611782932, 0.004122208, 0.000000000
solenoid_subscriber_operation, 1493650082.707743557, 1493650082.710513265, 1493650082.711298849, 0.003555292, 0.000000000
solenoid_subscriber_operation, 1493650082.707878099, 1493650082.711461224, 1493650082.712002765, 0.004124666, 0.000000000
solenoid_subscriber_operation, 1493650082.808403057, 1493650082.811198557, 1493650082.811920849, 0.003517792, 0.000000000
solenoid_subscriber_operation, 1493650082.808536640, 1493650082.812134349, 1493650082.812700557, 0.004163917, 0.000000000
solenoid_subscriber_operation, 1493650082.907773599, 1493650082.910563140, 1493650082.911305057, 0.003531458, 0.000000000
solenoid_subscriber_operation, 1493650082.907903432, 1493650082.911470682, 1493650082.912072224, 0.004168792, 0.000000000
solenoid_subscriber_operation, 1493650083.008094557, 1493650083.011038307, 1493650083.011819807, 0.003725250, 0.000000000
solenoid_subscriber_operation, 1493650083.008338057, 1493650083.011988640, 1493650083.012604849, 0.004266792, 0.000000000
solenoid_subscriber_operation, 1493650083.107848682, 1493650083.110738390, 1493650083.111492307, 0.003643625, 0.000000000
solenoid_subscriber_operation, 1493650083.107992765, 1493650083.111665599, 1493650083.112350057, 0.004357292, 0.000000000
